PROVINCE,STRATUM,PSU,PERSONWT,Q11YRBRTH,Q12SEX,GEO_TYPE,QUINTILE,RACE,Q41ATNDSCH,Q43GRADE,Q43EDLVL,Q44LITERACY
6,63,2474,362.3,2012,1,3,4,1,1.0,4,2,
8,82,1074,378.5,1941,2,1,5,1,2.0,12,4,1.0
5,53,434,167.1,2012,2,1,4,1,1.0,4,2,
2,22,1062,76.9,1981,1,1,4,1,2.0,9,3,1.0
3,33,1550,387.3,1970,1,1,5,3,2.0,10,3,1.0
6,61,2142,163.8,1986,2,1,1,2,2.0,10,3,1.0
5,53,2882,313.6,2015,1,2,2,1,1.0,3,2,
2,23,463,172.4,2001,1,1,4,4,2.0,7,2,2.0
3,31,2204,349.9,2002,1,1,3,1,2.0,8,3,1.0
2,21,160,326.7,2021,1,1,1,2,,0,0,
8,83,2659,338.0,1969,2,2,5,1,2.0,11,3,1.0
5,51,2371,297.6,1947,1,2,2,2,2.0,5,2,1.0
4,42,1078,304.2,1964,1,1,5,1,2.0,6,2,1.0
3,32,2663,160.2,1938,2,1,5,1,2.0,12,4,1.0
5,53,1315,322.4,1970,2,1,1,1,2.0,9,3,1.0
8,83,1716,113.5,1970,2,1,2,1,2.0,10,3,1.0
8,83,3056,328.3,1971,2,2,1,1,1.0,9,3,1.0
1,11,1692,378.1,1975,2,2,1,1,2.0,10,3,1.0
2,23,625,152.9,2017,1,1,4,1,2.0,0,0,
6,62,334,444.3,1991,1,1,3,1,2.0,10,3,1.0
5,52,3229,199.5,1987,2,1,2,1,2.0,10,3,1.0
6,63,2612,326.9,1953,1,2,2,1,2.0,6,2,2.0
8,81,1045,424.9,1941,2,1,5,1,2.0,9,3,1.0
4,41,1964,69.5,1984,1,1,5,1,2.0,12,4,1.0
5,51,122,173.8,2002,1,1,3,1,2.0,8,3,1.0
8,81,3218,332.9,1987,2,1,5,1,2.0,9,3,1.0
9,91,1814,227.6,1971,2,2,1,1,2.0,11,3,1.0
6,63,2659,62.6,1967,1,2,4,1,2.0,11,3,1.0
1,13,3279,134.8,1985,2,1,5,1,2.0,10,3,1.0
8,81,3154,249.6,2014,2,1,5,1,1.0,4,2,
5,52,1621,310.7,2008,1,1,3,1,1.0,9,3,
4,42,53,190.5,1993,1,1,5,1,2.0,9,3,1.0
1,12,90,228.2,1957,2,1,5,1,1.0,8,3,1.0
6,63,717,335.6,1997,2,1,4,1,2.0,12,4,2.0
9,91,2842,368.7,1965,2,2,2,1,2.0,9,3,1.0
7,71,1169,469.7,1949,2,1,2,1,2.0,11,3,1.0
4,43,3131,190.5,2020,2,1,5,1,,1,2,
6,61,3144,345.3,1956,1,1,5,1,2.0,5,2,1.0
2,21,680,242.6,1980,1,2,1,1,2.0,12,4,1.0
2,22,781,498.1,2020,1,1,5,3,,0,0,
8,83,3190,351.6,1997,2,2,1,2,2.0,11,3,1.0
8,82,717,88.0,1965,1,1,1,3,2.0,9,3,1.0
5,51,1829,238.0,2020,2,2,5,1,,1,2,
1,11,515,478.0,1985,2,2,2,1,2.0,12,4,1.0
7,73,2635,139.2,2011,1,2,1,1,1.0,7,2,
2,22,2375,103.5,1999,2,1,4,4,2.0,9,3,1.0
4,41,3235,247.5,2006,1,1,1,1,1.0,11,3,1.0
3,33,2066,285.9,1955,1,3,1,1,2.0,8,3,1.0
2,23,208,373.4,2006,1,3,1,1,1.0,12,4,1.0
9,91,1121,233.5,2017,1,2,4,1,2.0,1,2,
2,21,1244,170.1,1974,1,2,1,1,2.0,12,4,1.0
7,71,1086,402.4,1951,1,2,1,1,2.0,6,2,1.0
9,92,3044,489.8,1963,2,1,4,2,2.0,8,3,1.0
5,53,2465,104.2,1965,2,1,5,1,2.0,6,2,1.0
2,23,2926,463.3,1959,1,2,2,1,2.0,11,3,1.0
1,13,388,153.4,2021,1,1,3,1,,1,2,
3,31,2902,448.2,1950,1,1,3,1,2.0,8,3,1.0
2,21,93,364.7,2002,2,1,3,1,2.0,12,4,1.0
9,91,2780,198.6,1948,2,2,3,1,2.0,12,4,1.0
5,51,1759,143.7,1979,2,1,3,1,2.0,10,3,1.0
2,23,876,70.8,2015,2,1,4,1,1.0,3,2,
3,33,2062,427.9,1977,2,1,5,1,2.0,6,2,1.0
9,92,1535,52.8,1971,1,2,1,1,2.0,10,3,1.0
6,62,2781,257.9,1942,2,2,2,1,2.0,10,3,1.0
1,11,2861,324.9,1960,1,1,5,1,2.0,11,3,1.0
6,63,1384,218.6,2015,2,1,3,1,1.0,2,2,
6,61,933,386.1,1953,1,2,2,1,2.0,8,3,1.0
7,71,1348,381.6,2011,2,1,5,1,1.0,6,2,
9,91,3208,389.6,1994,1,1,4,2,2.0,6,2,1.0
5,51,564,462.6,1997,2,1,5,1,2.0,7,2,1.0
2,21,100,139.7,1958,1,2,2,1,2.0,4,2,1.0
3,33,1884,403.0,2002,2,3,1,1,2.0,7,2,1.0
9,92,297,76.4,1977,2,1,2,1,2.0,7,2,1.0
1,13,1227,159.4,1975,1,2,2,1,2.0,11,3,1.0
9,93,3098,461.3,2012,1,1,4,3,1.0,4,2,
4,43,3183,257.8,2016,1,2,3,2,1.0,0,0,
3,31,2956,132.9,1984,1,1,5,1,2.0,12,4,1.0
8,83,614,57.5,1950,1,1,4,1,2.0,11,3,1.0
7,73,2294,416.2,1996,2,1,3,1,2.0,8,3,1.0
7,71,2013,337.3,1968,2,1,5,1,2.0,6,2,2.0
3,32,1440,165.0,2001,2,1,3,1,2.0,12,4,1.0
9,93,885,420.1,1975,2,2,2,1,2.0,9,3,1.0
7,72,474,155.0,1979,1,2,3,1,2.0,7,2,1.0
2,21,701,86.9,1970,1,1,5,1,2.0,4,2,1.0
9,93,2171,423.7,1971,1,1,4,1,2.0,12,4,1.0
3,33,3297,105.7,1989,1,1,4,3,2.0,10,3,1.0
2,23,530,240.2,2021,2,1,5,1,,0,0,
4,41,1725,92.5,1977,1,2,5,4,2.0,6,2,1.0
2,21,3103,477.9,1943,1,1,2,1,2.0,12,4,1.0
5,52,916,326.1,1965,2,2,3,1,2.0,8,3,1.0
5,53,503,203.0,1990,2,1,4,1,2.0,7,2,1.0
5,51,2866,321.7,1950,2,1,4,1,2.0,12,5,1.0
6,61,1541,110.0,1982,2,2,5,1,2.0,11,3,1.0
4,43,3175,428.3,1978,2,1,4,1,2.0,12,4,1.0
6,63,1758,413.6,1992,2,2,2,1,2.0,8,3,1.0
2,22,1964,273.2,2004,2,1,1,1,2.0,10,3,1.0
5,51,2090,356.2,1995,2,1,5,3,2.0,10,3,1.0
6,62,416,67.3,1943,1,1,1,1,2.0,10,3,1.0
8,82,1115,181.9,2001,2,1,4,1,2.0,12,5,1.0
5,52,2934,413.2,1991,1,2,4,1,2.0,6,2,1.0
3,31,2151,90.3,1951,1,2,3,1,2.0,9,3,1.0
5,53,3285,128.1,1961,1,1,5,1,2.0,10,3,1.0
6,62,893,195.0,1985,1,2,4,1,2.0,9,3,1.0
5,52,3190,463.9,2021,2,1,3,1,,1,2,
3,33,1911,406.5,1985,1,1,4,1,2.0,10,3,1.0
2,21,873,437.7,2008,2,1,2,2,1.0,10,3,
9,93,3128,362.3,1983,2,2,2,1,2.0,10,3,1.0
3,31,1991,190.7,2004,1,1,5,1,2.0,8,3,1.0
9,93,2337,264.0,2021,2,1,2,1,,0,0,
1,11,2306,70.7,1988,1,2,3,1,2.0,11,3,1.0
1,13,53,462.8,2004,1,2,4,2,2.0,12,4,1.0
4,41,592,120.2,1966,1,1,4,4,2.0,9,3,1.0
3,31,2623,62.7,1976,2,2,3,4,2.0,11,3,1.0
4,43,1446,455.3,1965,2,1,5,1,2.0,10,3,1.0
1,12,1876,387.5,2013,1,1,3,1,1.0,4,2,
9,93,476,458.4,2016,1,2,2,4,2.0,2,2,
9,93,384,318.8,1954,1,2,3,1,2.0,11,3,1.0
1,11,3224,91.6,1945,1,1,2,1,2.0,4,2,2.0
3,31,981,420.6,1940,1,1,5,1,2.0,7,2,1.0
2,22,548,171.9,1991,2,2,5,1,2.0,7,2,1.0
6,62,1010,267.7,1945,2,1,1,1,2.0,11,3,1.0
6,61,1503,155.9,1968,1,1,5,1,2.0,10,3,1.0
4,42,666,97.9,1940,1,1,4,1,2.0,10,3,1.0
9,92,2630,248.7,1942,1,1,4,1,2.0,10,3,1.0
2,21,2203,90.9,1978,1,2,5,1,2.0,10,3,1.0
4,43,2484,156.9,1962,2,2,2,1,2.0,7,2,2.0
1,11,1342,70.7,1996,1,2,5,1,2.0,6,2,1.0
7,71,419,153.1,1970,2,1,5,1,2.0,9,3,1.0
8,83,1911,281.1,1969,1,1,4,1,1.0,12,4,1.0
4,43,1863,417.4,1995,1,1,5,1,2.0,12,4,1.0
2,23,1281,226.5,1938,2,1,4,1,2.0,10,3,1.0
8,83,2685,128.4,1953,2,1,4,1,2.0,9,3,1.0
8,81,2325,335.1,1997,2,1,5,1,2.0,10,3,1.0
7,73,204,227.4,1953,1,1,4,1,2.0,12,4,1.0
3,32,2603,450.9,1988,2,1,3,1,2.0,6,2,1.0
5,51,867,81.1,2015,2,1,5,3,1.0,3,2,
2,23,981,459.7,1945,1,1,5,1,2.0,11,3,1.0
6,62,902,109.9,1949,2,2,1,1,2.0,9,3,2.0
7,72,519,384.3,2019,1,3,1,3,,1,2,
3,31,2969,128.7,1979,1,1,2,1,2.0,12,5,1.0
8,81,3065,254.6,2013,2,2,2,1,1.0,3,2,
1,13,1743,317.2,1970,1,1,5,1,2.0,9,3,1.0
9,92,301,432.2,1984,2,1,4,1,2.0,8,3,1.0
3,32,1316,120.9,1970,2,1,5,1,2.0,10,3,1.0
7,72,1472,179.3,1961,1,1,4,1,2.0,9,3,1.0
6,63,910,486.3,1961,2,2,2,2,2.0,5,2,1.0
3,31,1761,73.5,1940,1,1,5,2,2.0,8,3,1.0
3,32,3212,210.2,1971,1,1,5,1,2.0,8,3,1.0
4,43,404,82.7,2005,1,2,4,1,1.0,12,4,1.0
8,82,3130,176.6,1965,1,1,4,1,2.0,10,3,1.0
6,61,1837,330.7,1998,1,1,3,1,2.0,12,4,1.0
8,81,2884,151.7,2004,1,1,5,4,1.0,12,5,1.0
6,62,1303,141.7,1998,1,1,4,2,1.0,11,3,1.0
1,13,2813,291.2,1958,2,1,4,1,2.0,11,3,1.0
2,23,107,186.5,1958,1,1,2,1,2.0,12,4,1.0
8,81,1886,291.1,1952,1,1,3,1,2.0,10,3,2.0
7,72,1373,70.1,2021,1,2,4,2,,0,0,
2,21,2327,326.3,1953,2,1,4,1,2.0,8,3,1.0
9,93,1622,248.0,1952,2,1,4,1,2.0,12,5,1.0
1,11,1930,319.8,1977,1,3,1,1,2.0,11,3,1.0
2,21,373,337.7,1970,1,1,2,4,1.0,10,3,1.0
6,62,77,151.8,1998,2,1,5,3,2.0,9,3,1.0
9,93,1384,403.7,2021,1,2,1,1,,0,0,
6,63,1007,351.3,1965,2,1,1,1,2.0,9,3,1.0
2,23,3302,133.6,1938,1,1,5,1,2.0,11,3,1.0
9,91,207,108.8,1942,2,2,2,1,2.0,9,3,1.0
4,43,2453,230.0,1947,1,1,2,1,2.0,7,2,1.0
4,41,1417,158.5,1948,2,1,5,1,2.0,9,3,1.0
3,31,2927,213.1,2012,2,2,3,1,1.0,6,2,
1,12,1813,429.2,2002,1,1,1,2,2.0,10,3,1.0
1,11,1177,491.5,1992,1,1,4,1,2.0,9,3,1.0
7,71,2035,262.4,1993,1,2,2,1,2.0,12,4,1.0
5,52,2093,210.7,1944,1,1,5,1,2.0,12,4,1.0
9,93,1283,326.6,1947,2,2,1,1,2.0,10,3,1.0
1,12,20,434.8,1965,1,1,1,1,2.0,8,3,1.0
7,73,1789,310.3,1979,1,1,3,1,2.0,7,2,1.0
5,53,2206,492.4,2001,1,2,5,1,2.0,11,3,1.0
2,23,3280,462.3,2000,2,1,4,1,2.0,6,2,2.0
5,51,336,435.3,2016,1,2,1,1,1.0,1,2,
7,71,1624,197.4,2008,2,1,5,1,1.0,9,3,
2,22,3208,283.8,1945,1,1,5,1,2.0,9,3,1.0
1,13,1596,135.7,1957,2,1,5,1,2.0,7,2,1.0
5,52,1780,218.3,1987,2,1,5,1,1.0,8,3,1.0
3,32,2236,97.3,1945,1,2,1,2,2.0,10,3,1.0
6,61,1359,257.2,1967,2,2,2,1,2.0,7,2,1.0
5,52,709,284.2,2005,2,1,1,1,1.0,12,4,1.0
7,71,1613,272.1,1974,2,2,1,1,2.0,11,3,1.0
9,91,2312,281.4,1958,1,2,3,1,2.0,6,2,1.0
7,71,2171,133.8,1945,1,2,4,1,2.0,7,2,1.0
5,51,1714,167.3,2004,2,2,3,2,2.0,10,3,1.0
5,51,1537,482.8,1992,2,1,4,2,2.0,5,2,1.0
4,42,2916,222.4,1969,2,2,1,1,2.0,10,3,1.0
8,81,1413,53.0,1969,2,1,5,1,2.0,12,5,1.0
3,31,664,139.0,1941,2,1,5,1,2.0,10,3,1.0
1,12,981,495.0,2001,1,1,4,2,2.0,10,3,1.0
8,81,2149,227.0,1991,2,3,3,1,2.0,10,3,1.0
9,93,3282,443.5,1989,1,2,1,1,2.0,10,3,1.0
1,12,568,396.0,1982,1,1,5,2,2.0,11,3,1.0
4,43,429,375.7,1943,2,1,1,1,2.0,11,3,1.0
3,32,2806,61.5,1943,1,1,5,4,2.0,11,3,1.0
9,92,226,142.9,2015,2,2,2,3,1.0,1,2,
1,11,2571,367.8,1947,2,2,2,1,2.0,12,5,1.0
9,93,628,394.4,1951,2,1,5,4,2.0,8,3,1.0
2,23,1970,430.3,1950,2,2,5,2,2.0,11,3,1.0
8,83,878,388.4,1971,1,2,4,1,2.0,8,3,1.0
9,91,1050,164.8,2015,2,1,4,1,1.0,2,2,
8,83,2658,102.9,1979,2,1,3,1,2.0,11,3,1.0
8,83,433,260.5,1966,2,2,1,1,2.0,10,3,1.0
3,33,42,207.2,1986,1,1,3,1,2.0,9,3,1.0
4,42,2549,55.4,2016,1,3,1,1,1.0,0,0,
6,63,2792,77.1,2022,2,1,5,1,,1,2,
3,32,3028,127.8,2002,1,1,5,1,2.0,11,3,1.0
7,73,1726,392.7,2013,1,1,4,1,1.0,4,2,
8,83,2953,136.5,1960,1,2,2,2,2.0,9,3,1.0
2,21,3292,383.6,1998,2,1,4,1,2.0,11,3,1.0
8,83,2561,228.0,2006,2,1,4,1,1.0,10,3,1.0
8,82,1244,215.9,1978,1,1,4,1,2.0,10,3,1.0
8,83,1662,310.5,1970,1,2,1,1,2.0,8,3,1.0
9,92,175,200.0,1990,1,2,5,1,2.0,10,3,1.0
6,62,2464,262.3,1951,2,1,1,1,2.0,12,4,1.0
6,63,418,447.4,1941,2,2,1,1,2.0,11,3,1.0
6,61,129,414.6,1955,1,1,5,1,2.0,10,3,1.0
3,31,2156,50.3,2002,2,1,4,1,2.0,8,3,1.0
1,11,1296,459.7,1949,2,1,5,1,2.0,10,3,1.0
7,73,1479,205.6,1971,2,2,2,1,2.0,10,3,1.0
8,83,1815,71.5,1980,1,1,5,3,2.0,12,4,1.0
4,43,2565,242.0,1974,2,1,5,1,2.0,12,5,1.0
8,82,757,84.4,1964,1,2,1,1,2.0,12,4,1.0
7,73,1990,259.1,1985,1,2,3,1,2.0,11,3,1.0
9,91,2034,72.0,1972,2,2,2,4,2.0,11,3,1.0
7,71,2665,183.4,2003,2,1,4,1,2.0,10,3,1.0
5,51,39,477.8,1958,2,1,4,1,2.0,11,3,1.0
9,92,2298,348.5,2005,1,1,2,1,1.0,12,4,2.0
4,43,3321,473.7,2018,1,1,4,1,,0,0,
8,82,679,166.8,2001,2,1,5,1,2.0,11,3,1.0
8,81,3015,226.2,1995,2,1,5,1,2.0,11,3,1.0
1,11,1906,442.4,1973,2,2,5,1,2.0,8,3,1.0
9,92,2563,375.3,2011,1,1,4,1,1.0,5,2,
8,82,2197,143.2,1962,2,1,5,1,2.0,8,3,1.0
4,43,1043,252.5,1956,2,1,3,1,2.0,10,3,1.0
9,91,1333,196.7,2006,2,2,1,1,1.0,12,4,1.0
1,13,318,490.6,2016,1,2,2,1,1.0,2,2,
3,32,178,350.7,1961,2,1,4,1,2.0,10,3,1.0
1,11,1222,132.3,1995,1,1,5,4,2.0,11,3,1.0
1,13,455,276.4,1939,1,1,3,1,2.0,9,3,1.0
5,51,2663,230.4,1976,2,1,4,1,2.0,11,3,1.0
7,72,525,423.9,1958,2,2,2,2,1.0,12,4,1.0
3,31,653,317.8,1968,2,2,2,1,2.0,9,3,1.0
8,83,2609,92.4,1963,2,2,2,1,2.0,10,3,1.0
1,12,1786,155.7,1966,2,1,3,1,2.0,10,3,2.0
6,62,2328,178.8,1976,2,2,2,1,1.0,12,4,1.0
2,23,1195,219.8,2001,1,1,2,2,2.0,6,2,1.0
5,53,1740,448.1,1939,1,1,1,1,2.0,6,2,1.0
4,42,1533,498.3,2020,2,2,1,1,,0,0,
9,91,332,431.1,1997,2,1,4,1,2.0,9,3,1.0
1,12,102,178.7,1953,1,1,5,1,2.0,11,3,1.0
1,12,2861,388.2,1998,1,1,5,1,2.0,7,2,1.0
6,61,1814,305.5,1976,2,1,5,1,2.0,6,2,1.0
4,42,272,81.4,1939,1,1,3,1,2.0,10,3,1.0
1,12,397,226.4,1950,1,1,4,1,2.0,11,3,1.0
3,32,2032,137.4,2004,2,1,3,1,2.0,10,3,1.0
8,82,509,388.6,1949,1,1,4,1,2.0,9,3,1.0
2,23,1060,392.5,1957,1,1,4,1,2.0,10,3,1.0
8,83,917,247.1,1997,2,2,1,1,2.0,10,3,1.0
8,83,1428,499.7,1962,1,1,5,4,2.0,9,3,1.0
8,82,1063,393.8,1978,2,2,2,1,2.0,6,2,1.0
6,61,207,338.4,1968,2,2,3,1,2.0,12,5,1.0
8,83,1028,216.8,2011,2,1,3,1,1.0,5,2,
8,81,978,348.8,1955,2,3,1,1,2.0,8,3,1.0
3,33,2516,158.1,2018,2,2,1,2,,0,0,
2,22,2745,312.4,2002,1,1,5,1,2.0,11,3,1.0
8,83,876,106.6,2009,2,1,5,1,1.0,9,3,
3,33,788,163.4,2006,2,1,4,1,1.0,11,3,1.0
9,91,2277,349.0,1968,2,1,3,1,2.0,11,3,1.0
1,11,957,71.1,2000,2,1,4,1,2.0,6,2,1.0
9,91,813,378.5,2018,1,2,1,1,,0,0,
6,63,283,363.8,1991,2,1,1,1,2.0,12,4,1.0
6,62,1551,441.1,1970,2,2,1,1,2.0,11,3,2.0
4,43,2734,63.9,1977,2,1,3,1,2.0,11,3,1.0
6,62,1464,372.3,1971,2,2,2,1,2.0,11,3,1.0
3,33,1400,340.7,1979,1,2,2,1,2.0,8,3,1.0
5,51,2419,60.6,1940,2,1,4,1,2.0,8,3,1.0
8,81,1059,96.5,1951,1,1,4,1,2.0,9,3,1.0
1,11,203,270.2,1945,1,1,2,4,2.0,11,3,1.0
3,33,1840,462.2,2008,1,1,5,1,1.0,10,3,
9,93,29,127.2,1972,2,1,4,1,2.0,6,2,1.0
1,13,2194,246.2,1950,1,1,4,1,2.0,8,3,1.0
4,41,1188,274.7,1990,1,3,5,3,2.0,6,2,1.0
6,62,1414,473.6,1981,2,1,3,1,2.0,9,3,1.0
1,11,1521,104.2,1953,2,2,2,1,2.0,12,4,1.0
3,33,957,117.4,1996,1,3,2,1,2.0,10,3,1.0
4,42,1271,129.6,1962,2,1,4,2,2.0,11,3,1.0
4,42,364,164.2,2000,1,1,5,4,2.0,12,5,1.0
9,92,2483,143.9,1977,2,1,5,2,2.0,10,3,1.0
6,63,2073,378.6,1960,1,2,2,1,1.0,5,2,1.0
2,23,2228,447.6,1969,1,1,5,1,2.0,12,4,1.0
6,62,834,238.7,1984,2,2,4,1,2.0,10,3,1.0
1,11,591,181.9,1939,1,1,3,3,2.0,12,4,1.0
1,11,447,157.5,1975,2,2,5,1,2.0,11,3,1.0
7,72,2425,69.3,1944,1,1,3,1,2.0,10,3,1.0
8,83,3133,491.0,2018,1,2,3,1,,0,0,
2,21,2586,473.6,1997,1,3,1,1,2.0,12,4,1.0
6,61,3200,351.1,1991,2,1,4,1,2.0,7,2,1.0
1,12,120,415.7,2009,2,2,3,1,1.0,8,3,
8,81,2771,362.7,1989,1,3,4,1,2.0,10,3,1.0
3,32,1150,108.7,1995,1,1,5,2,2.0,12,4,1.0
4,41,2971,481.1,1970,1,2,1,1,2.0,11,3,1.0
2,21,1846,380.2,1973,1,2,1,1,2.0,9,3,1.0
3,33,586,400.2,1989,2,2,3,1,2.0,11,3,1.0
9,93,537,498.7,1945,2,1,5,1,2.0,8,3,1.0
5,52,1656,238.0,1978,2,2,2,2,2.0,9,3,1.0
2,21,1574,316.9,1993,1,1,3,2,1.0,6,2,1.0
6,61,2614,470.8,1967,1,3,4,1,2.0,10,3,1.0
6,63,2225,291.3,1951,2,1,2,1,2.0,12,5,1.0
4,42,1159,70.3,1948,2,1,3,1,2.0,7,2,1.0
9,92,2116,87.6,1985,1,1,5,1,2.0,10,3,1.0
2,23,265,206.9,1959,2,1,5,1,2.0,7,2,1.0
8,82,391,304.5,1974,1,2,1,1,2.0,8,3,1.0
6,61,3141,301.4,1999,2,1,4,1,2.0,10,3,1.0
5,51,2059,105.9,2018,2,1,5,1,,0,0,
4,43,392,335.2,1958,1,1,4,4,2.0,7,2,1.0
5,51,2346,339.2,1996,1,1,5,1,2.0,12,4,1.0
7,71,2360,361.1,2020,1,3,2,1,,0,0,
5,51,2703,302.7,2021,1,1,2,1,,0,0,
9,92,1761,335.5,2003,2,1,5,1,2.0,8,3,1.0
8,81,1171,359.8,2022,2,2,5,1,,0,0,
1,11,1943,74.7,1954,1,2,5,1,2.0,7,2,1.0
5,52,902,431.2,1975,2,2,1,1,2.0,10,3,1.0
6,61,1991,64.6,1945,2,1,4,1,2.0,7,2,1.0
8,83,422,466.0,1989,2,1,3,1,2.0,11,3,1.0
7,72,3308,217.1,1966,2,1,3,1,2.0,8,3,1.0
5,53,2895,498.9,1992,2,1,5,1,2.0,9,3,1.0
6,61,1175,493.4,1970,1,2,2,1,2.0,8,3,1.0
7,72,1450,117.2,1973,1,1,4,1,2.0,10,3,1.0
8,83,497,317.5,2016,2,1,4,1,1.0,2,2,
8,83,2498,89.3,1978,2,1,4,4,2.0,12,4,1.0
8,83,1971,284.0,2000,1,2,1,1,2.0,8,3,1.0
2,22,477,59.8,1988,2,3,2,1,2.0,12,4,1.0
4,41,3063,82.9,1987,2,3,3,1,2.0,12,4,1.0
1,11,2003,110.1,1960,2,1,2,1,2.0,10,3,2.0
9,92,2776,95.0,1959,2,2,5,1,2.0,12,4,1.0
3,33,1585,180.1,2012,2,2,3,1,1.0,4,2,
6,61,1020,106.6,1942,1,1,5,1,2.0,11,3,1.0
6,63,1183,301.4,1982,1,2,3,1,2.0,10,3,1.0
6,61,2119,119.7,1972,2,2,2,1,2.0,12,4,1.0
8,82,2175,300.9,1956,1,1,3,1,2.0,11,3,2.0
4,41,2391,412.1,1947,1,3,4,1,2.0,10,3,1.0
3,31,2235,257.7,1946,2,1,1,1,2.0,10,3,1.0
9,91,2623,239.5,1979,1,3,2,1,2.0,12,4,1.0
4,42,41,436.0,1966,1,1,3,2,2.0,10,3,1.0
5,53,81,299.8,1942,2,2,4,4,2.0,12,5,1.0
7,71,3065,187.7,2012,1,1,2,1,1.0,4,2,
4,43,2622,334.8,2008,2,1,3,1,1.0,10,3,
5,52,2585,217.6,1970,1,1,4,1,2.0,6,2,1.0
6,63,2008,487.2,1970,1,1,5,1,2.0,8,3,1.0
1,12,1175,319.4,2022,2,1,5,1,,0,0,
6,63,1342,474.4,1952,2,1,5,1,2.0,9,3,1.0
2,22,1233,392.1,1980,2,1,4,1,2.0,10,3,1.0
9,92,2439,150.6,1981,1,1,5,1,2.0,10,3,1.0
3,31,2632,331.3,1967,1,1,2,1,2.0,10,3,1.0
1,13,3188,485.1,1995,2,2,1,1,2.0,6,2,1.0
3,33,152,100.3,1941,2,1,4,1,2.0,11,3,1.0
2,21,1977,155.8,2001,1,2,2,1,2.0,10,3,1.0
3,31,2663,409.2,1978,1,1,2,1,2.0,11,3,1.0
4,42,533,385.0,1951,2,2,2,4,2.0,12,5,1.0
9,91,602,431.5,1950,2,2,2,1,2.0,11,3,1.0
4,42,2951,161.0,1996,1,1,4,1,2.0,9,3,1.0
7,71,1783,240.4,1949,1,2,4,2,2.0,5,2,1.0
2,21,1090,101.0,2005,2,1,5,1,1.0,12,4,1.0
9,93,2303,438.4,1989,2,1,4,1,2.0,11,3,1.0
1,12,1458,171.1,1995,1,1,5,1,2.0,12,4,1.0
7,71,278,495.0,1978,2,3,2,1,2.0,12,4,1.0
2,23,1686,281.8,2020,1,1,2,1,,0,0,
9,92,238,367.9,1954,2,1,5,1,2.0,8,3,1.0
7,71,2633,257.1,1986,2,1,2,1,2.0,11,3,1.0
8,81,1526,272.3,1964,2,1,5,1,2.0,11,3,1.0
8,83,1460,237.9,2022,1,3,5,4,,0,0,
1,12,977,265.3,2014,1,1,5,1,1.0,4,2,
7,71,1713,300.0,1996,2,1,5,1,2.0,11,3,1.0
3,32,499,365.7,1998,1,1,4,1,2.0,11,3,1.0
5,52,827,406.8,1952,1,1,3,1,2.0,11,3,1.0
8,83,1644,202.1,1961,2,3,1,4,2.0,8,3,1.0
1,12,267,395.4,1958,2,1,1,1,2.0,7,2,1.0
8,81,1468,118.5,1988,2,1,5,2,2.0,12,4,1.0
9,93,607,273.1,2021,1,1,4,1,,1,2,
9,92,41,167.8,1938,2,2,2,1,2.0,9,3,1.0
2,23,2395,364.8,1945,2,1,4,1,2.0,11,3,1.0
5,53,3019,367.8,1953,2,1,3,2,2.0,8,3,1.0
7,73,2986,61.3,1952,2,2,4,1,2.0,12,5,1.0
3,33,3134,51.4,2012,1,1,4,1,1.0,5,2,
3,33,2727,272.0,2008,1,2,5,4,1.0,10,3,
6,61,1914,131.4,1952,2,1,3,1,2.0,9,3,1.0
9,92,1644,55.0,1968,2,1,5,1,2.0,9,3,1.0
6,61,3067,294.0,1975,1,1,5,1,2.0,12,4,1.0
6,61,354,111.3,1943,1,1,3,1,2.0,9,3,1.0
6,63,1621,423.9,1991,2,2,2,2,2.0,7,2,2.0
8,82,303,259.7,1999,1,1,3,1,2.0,9,3,1.0
3,31,2975,213.4,1951,2,1,5,1,2.0,10,3,1.0
5,52,1373,199.8,1953,1,2,2,1,2.0,9,3,1.0
4,42,7,154.5,1994,2,1,4,1,2.0,10,3,1.0
2,23,2171,178.3,1946,2,1,5,1,2.0,11,3,1.0
3,31,1857,355.3,1990,1,1,2,1,2.0,11,3,1.0
7,73,755,407.8,1956,2,1,3,2,2.0,8,3,1.0
3,31,655,269.4,1957,1,1,1,1,1.0,11,3,1.0
6,62,414,490.5,1961,1,1,4,1,2.0,5,2,1.0
9,92,314,168.1,1978,2,2,2,1,2.0,7,2,1.0
7,73,1090,122.5,1994,2,1,2,1,2.0,8,3,1.0
7,72,1324,310.4,1978,1,1,5,1,2.0,12,4,1.0
1,12,3260,264.6,2007,1,1,2,1,1.0,9,3,1.0
5,51,2824,481.1,1997,2,1,4,1,2.0,10,3,1.0
2,23,279,86.5,2007,1,2,1,1,1.0,11,3,1.0
1,11,2901,225.4,2007,2,1,5,1,1.0,10,3,1.0
5,52,1875,79.2,1961,1,1,5,1,2.0,9,3,1.0
8,83,1354,265.6,1951,2,1,5,1,2.0,7,2,1.0
7,73,378,222.0,1970,2,3,1,1,2.0,9,3,1.0
5,53,178,356.1,1971,1,1,5,1,2.0,8,3,1.0
6,61,645,88.6,1998,1,2,5,1,2.0,11,3,1.0
4,42,876,54.1,1951,1,1,1,1,2.0,7,2,1.0
4,42,2475,384.9,1978,1,1,5,1,2.0,6,2,1.0
9,93,1125,79.8,1966,2,2,2,1,2.0,10,3,1.0
